xcc,ycc,angle_68_deg,angle_95_deg,angle_997_deg
-0.002884668280530623,0.022316809003323015,0.1486674283355344,0.24105907229917176,0.3356828999607486
-0.0029264589830337692,0.02218071466459453,0.14872920088501368,0.24115923470942843,0.33582238027342054
-0.002991815627453341,0.02207586277944148,0.14887324933227303,0.24139280512059788,0.33614763676707377
-0.0030055680928672127,0.021973256426805636,0.14904775532883652,0.2416757615746522,0.3365416653826122
-0.003026610863889781,0.021851194371822043,0.1490491690920722,0.24167805395108927,0.3365448576120516
-0.0030398719497586875,0.02171268126536971,0.1489712160546968,0.24155165534270956,0.33636884229863667
-0.0030709765158816547,0.02158279548622763,0.1488919120426294,0.24142306616846482,0.336189776532825
-0.0031234088883437313,0.02141738943023113,0.14879688478083938,0.24126898219809473,0.3359752082066316
-0.003219014266083064,0.021260641025062057,0.1488509867702215,0.2413567070168392,0.33609736865872336
-0.003298454084716503,0.02110657936017157,0.1488785209676503,0.24140135292567888,0.33615953994058956
-0.003379388564756777,0.020941767883774068,0.1488452353875291,0.2413473813153099,0.33608438223214215
-0.00346577454466651,0.020768175482041056,0.14873570672336023,0.24116978373900014,0.335837070234903
-0.0035416207291078974,0.020574563630016824,0.1486590054556992,0.24104541484208886,0.33566388138509873
-0.0036562536376973927,0.020345759231997565,0.148643836987032,0.24102081960700206,0.33562963149980374
-0.003824412494983916,0.02012495753367934,0.1487050517363975,0.24112007756026127,0.3357678523182058
-0.003973890802564802,0.01994393671178956,0.14875189843974496,0.24119603814097,0.33587363057929787
-0.004102808697068003,0.019728751239641452,0.14878271658248005,0.24124600887226935,0.3359432168967797
-0.004265122018888743,0.019517983280851192,0.14880529323860167,0.24128261627034045,0.33599419421821836
-0.004432496622178508,0.019291243454953557,0.14872810197685937,0.241157452861495,0.3358198989762244
-0.004647536149208971,0.019084850526764882,0.1486018808966,0.24095278901485961,0.3355348960780133
-0.00486488067081503,0.018908459836195286,0.14853893970047932,0.24085073167868756,0.3353927770044037
-0.005076925995138176,0.018763389819712997,0.14848914714059366,0.24076999447769348,0.335280347104024
-0.005280596787806549,0.018598372384212847,0.14850848534083447,0.2408013508120844,0.33532401209986773
-0.005463186086498756,0.018414403737492837,0.14867167810018314,0.2410659631701642,0.3356924957845218
