xcc,ycc,angle_68_deg,angle_95_deg,angle_997_deg
9.841190506668156e-05,0.022140742026828673,0.8373924090134922,1.3578789990823659,1.8910534410432385
5.442313648074004e-05,0.021980529030588038,0.8373306759075809,1.3577788837554565,1.890913990660741
-0.00014257051645237057,0.021842340702061248,0.8365753768236407,1.3565539818046188,1.8892078283093874
-0.00011483120896574366,0.021884303317145932,0.8355876988656845,1.3549522213295069,1.8869767420449373
-0.0002038214710070705,0.021963122735012344,0.8354977632363179,1.3548063688246033,1.8867735846971416
-1.8187860867955003e-05,0.02212443975604493,0.8353863696686368,1.3546257170594207,1.8865219556202997
0.000138837100833197,0.02199600880835834,0.836543691977355,1.3565025970955593,1.8891362547159034
0.00038079755403916756,0.02194352384199544,0.8377542159520087,1.3584657575579522,1.8918707355306261
0.000629898959997241,0.02166306804820349,0.8395189586657176,1.3613277209216925,1.8958571601806051
0.0006144450770743357,0.021241095172921814,0.8402168185861716,1.3624594726125376,1.897433576708775
0.0005969676748648641,0.020850746443490383,0.8408466036107909,1.363480824380993,1.8988562178219663
0.0005362275360908317,0.02046848572153792,0.8407668190643417,1.3633514340433697,1.8986759899595473
0.0005564434249630123,0.020396952662468163,0.8409655769902011,1.3636737690933962,1.899124970619967
0.0007990160605968372,0.020246180361551014,0.8408245446100386,1.363445050265373,1.8988063880385033
0.001165753863161196,0.01991545408259274,0.8404744102173335,1.3628772209509492,1.8980154583968694
0.0012664429695521601,0.019439691021668648,0.8401740573073639,1.3623901246606251,1.89733698195117
0.0012508954347893954,0.01917629599210811,0.8392037984147458,1.36081661108268,1.8951452356954692
0.0013228750360464408,0.01874510540556508,0.8371379325524798,1.3574663032899217,1.890478598165627
0.0012038938741613006,0.018213302212382817,0.8355307035980695,1.3548597896351422,1.8868479943207457
0.0011646223848212074,0.017613261537083435,0.8354065255598183,1.3546584047390386,1.8865674861491704
0.0009501826393594617,0.01703545490025907,0.8363086869796615,1.3561214791738785,1.8886053968517025
0.0006517782834843329,0.016437408618573332,0.8361355497167414,1.3558406948975232,1.8882142934330366
0.0001909447884874942,0.01596695493132976,0.8360498671321067,1.3557017397077251,1.8880207432597609
-0.00028257536030123435,0.015482658671218757,0.8369883409528618,1.357223703961416,1.8901406822457398
-0.0005131597263314666,0.01511795050043862,0.8374772968564627,1.35801666548167,1.8912451962271908
-0.0007286317962921519,0.014482995977633877,0.8366442253420152,1.356665636477892,1.8893633517441761
-0.0010866985571314665,0.013962572522876573,0.836210218084024,1.3559617878540124,1.8883829633756888
-0.0015286063830341682,0.013477247831875842,0.8363892576609485,1.3562521441806532,1.888787399688886
-0.0018101398312836915,0.01313041632716773,0.8369125130463733,1.3571007304897682,1.8899693928563734
-0.001982067862332495,0.012648595588579796,0.8373240685503722,1.3577681683101894,1.890899065144788
-0.002252257366314488,0.012099450302140023,0.8372120466086593,1.3575864973458975,1.8906460161387304
-0.0027140959091222342,0.011516593266751462,0.8379828910814284,1.3588366102767313,1.8923872954982623
-0.00315084284517955,0.011157531172896385,0.83806030710381,1.3589621593221324,1.892562172514959
-0.003773384416696145,0.01067628270831482,0.8380338102162592,1.3589191881273979,1.892502318021953
-0.004400336731358146,0.010376462639859472,0.8369677788036447,1.3571903574136883,1.8900942339360296
-0.00504475924698229,0.009902176886465712,0.8371183124720241,1.3574344845348278,1.8904342779096557
-0.005795440700797581,0.009465961628794008,0.8358017175982925,1.355299304798378,1.8874601932122086
-0.0066309545293824395,0.008885199075664865,0.8351114851697601,1.3541799250177549,1.8859010138533476
-0.0075659617855720635,0.008493886814447533,0.8344503959794259,1.3531078083873136,1.8844076677710726
-0.008715469493337027,0.008109469053609855,0.8346832780653912,1.3534854831984997,1.884933729122716
-0.009765043424744373,0.008139906472391037,0.8344768482341627,1.353150707135169,1.88446742121808
-0.01065631524064228,0.008148745905616464,0.8337117937329063,1.3519099858639334,1.8827392272908936
-0.01155563788241187,0.00800668407903264,0.8344839201595389,1.353162175977757,1.8844833961105723
