xcc,ycc,ideg_cc,Wdeg_cc,sx,sy,rhoxy,sigx_68_deg,sigx_95_deg,sigx_997_deg,sigy_68_deg,sigy_95_deg,sigy_997_deg,sigi_68_deg,sigi_95_deg,sigi_997_deg,sigW_68_deg,sigW_95_deg,sigW_997_deg
-0.09101378309041971,-0.1013741911275529,7.8300952245251585,-131.91750571841678,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.09782782380216558,-0.09743768764943761,7.936403129604402,-135.11447554192603,0.00011539757742391873,2.4968541723543498e-05,-0.3666151606609197,0.009981085945184822,0.01618395479642591,0.022536641507580744,0.002159604688945459,0.0035017176068296687,0.004876246530541544,0.006730074258282315,0.01091255472382846,0.015196044099867745,0.05603278725072869,0.09085509451305995,0.1265185256699226
-0.10569334084170481,-0.09468555704528651,8.157974674256282,-138.1443742667761,0.001267664965231379,0.0011685503837450695,-0.8369781451408513,0.10964449966006704,0.17778460036786548,0.24757074785724686,0.10107160309119365,0.1638839333939038,0.22821357238071807,0.04516220048981534,0.0732424506611542,0.10202132971866096,1.002464579428846,1.6252288932791856,2.2627071061019137
-0.11778361253098686,-0.08848755418151229,8.471617799840622,-143.08348000594967,0.004097741976846569,0.0059461306145006925,-0.8890260542943517,0.3544287952356901,0.5746989040795485,0.8002980206994167,0.5143053795117558,0.833945034363147,1.1613319239819457,0.1436731648510996,0.234175871023929,0.329134060798137,4.1226752817674,6.667694018350204,9.249352786363431
-0.1263835953896132,-0.07964307194141224,8.591279153478201,-147.78212545520333,0.002463057914596993,0.00931533477485615,-0.3062366028086798,0.21303839865070334,0.3454350305122489,0.4810313511439498,0.8057372027696957,1.3065426744254953,1.8195479093668423,0.4164465898597216,0.6752323664931965,0.9404569252631885,4.8481226393304695,7.855156800344332,10.9250022575645
-0.1335829904826513,-0.07057014117932173,8.689403027134546,-152.15309398258375,0.01012893160203673,0.007521040871921195,0.8665267535008139,0.8761149450015898,1.420677574257975,1.978526502118414,0.6505323382362079,1.0548505938016024,1.4689889624947996,1.0610967384696535,1.7203934713221658,2.395399517432308,2.006616468599944,3.299233745671728,4.695380029139017
-0.13910233505433897,-0.061186368422820075,8.740793610459265,-156.25694481612925,0.005022429715423211,0.006694134516938383,-0.7203310769977863,0.4344104453695836,0.7043911588711096,0.980908969649641,0.5790073320957935,0.9388646014484466,1.3074520048680107,0.2846557960073097,0.4627248166507121,0.646834122278829,4.383895529733806,7.092599666783002,9.843792473612979
-0.138654045071936,-0.051205810295620054,8.499874031099587,-159.7304949840669,0.11999057521284957,0.12118568726419653,0.9818521788912172,10.435960691432221,17.07995343316887,24.14167058709976,10.541109664630621,17.255417639512594,24.397755965040623,10.449452318114275,16.07583036140264,22.587779489102893,0.2610986311771626,0.3651710179097023,0.44156874979735505
-0.1454344025103194,-0.04815267452288069,8.812342399525965,-161.68052571024415,0.037585245155051406,0.009811819033678833,0.6903899149199252,3.252605504079295,5.278609065474656,7.360455344618867,0.8486858172221458,1.376194065517776,1.9165645419574018,3.312769449682761,5.359727972087454,7.393089686253278,5.369868587022722,10.645378260302593,23.867167453657885
-0.14819538005254349,-0.041494993967569276,8.852721945209167,-164.35765045065085,0.008061591386062546,0.005589018762086088,-0.6384970681516571,0.697290493707646,1.1306757300409636,1.5745957847657504,0.48341744604878845,0.7838583203117585,1.0915781444588204,0.6036230506038649,0.9780036113532096,1.360358862559718,3.9264535593255516,6.385276485097549,8.93048075713115
