aau,ideg,Wdeg,q,p
3.8,1.279156063507289,99.9645505720408,-0.0038628549926386594,0.02198687848171914
3.8003,1.2791722740604705,99.96492612442923,-0.0038630480553893377,0.02198713175147915
3.8005999999999998,1.279188476349648,99.96530147469312,-0.003863241019106353,0.021987384891257032
3.8009,1.279204670378609,99.965676622937,-0.0038634338838357714,0.021987637901113327
3.8011999999999997,1.2792208561511362,99.96605156926529,-0.0038636266496236233,0.0219878907811085
3.8015,1.2792370336710133,99.96642631378239,-0.0038638193165159204,0.02198814353130303
3.8017999999999996,1.2792532029420176,99.96680085659261,-0.0038640118845586287,0.021988396151757298
3.8021,1.2792693639679273,99.96717519780015,-0.0038642043537977,0.021988648642531694
3.8024,1.2792855167525163,99.96754933750915,-0.0038643967242790404,0.021988901003686532
3.8026999999999997,1.2793016612995578,99.96792327582372,-0.003864588996048547,0.021989153235282128
3.803,1.2793177976128212,99.96829701284781,-0.0038647811691520685,0.021989405337378726
3.8032999999999997,1.2793339256960738,99.96867054868538,-0.003864973243635437,0.02198965731003654
3.8036,1.2793500455530802,99.96904388344025,-0.003865165219544446,0.021989909153315747
3.8038999999999996,1.2793661571876038,99.96941701721624,-0.00386535709692487,0.021990160867276485
3.8042,1.2793822606034053,99.96978995011702,-0.0038655488758224427,0.02199041245197886
3.8045,1.2793983558042417,99.97016268224623,-0.003865740556282875,0.021990663907482926
3.8047999999999997,1.2794144427938694,99.97053521370738,-0.0038659321383518455,0.02199091523384871
3.8051,1.2794305215760415,99.970907544604,-0.0038661236220750104,0.021991166431136203
3.8053999999999997,1.2794465921545093,99.97127967503947,-0.0038663150074979905,0.02199141749940535
3.8057,1.2794626545330199,99.97165160511712,-0.0038665062946663742,0.021991668438716035
3.8059999999999996,1.2794787087153203,99.9720233349402,-0.0038666974836257238,0.02199191924912814
3.8063,1.2794947547051552,99.97239486461193,-0.0038668885744215834,0.021992169930701518
3.8066,1.2795107925062652,99.97276619423536,-0.003867079567099453,0.02199242048349594
3.8068999999999997,1.279526822122389,99.97313732391356,-0.003867270461704802,0.021992670907571153
3.8072,1.2795428435572644,99.97350825374947,-0.0038674612582830885,0.021992921202986893
3.8074999999999997,1.2795588568146254,99.97387898384599,-0.003867651956879722,0.021993171369802826
3.8078,1.279574861898204,99.97424951430592,-0.0038678425575400972,0.021993421408078594
3.8080999999999996,1.2795908588117306,99.97461984523204,-0.00386803306030957,0.021993671317873806
3.8084,1.2796068475589315,99.97498997672696,-0.003868223465233475,0.021993921099248012
3.8087,1.2796228281435318,99.9753599088933,-0.0038684137723571065,0.02199417075226073
3.8089999999999997,1.2796388005692556,99.97572964183357,-0.0038686039817257467,0.021994420276971478
3.8093,1.2796547648398224,99.97609917565022,-0.003868794093384635,0.02199466967343968
3.8095999999999997,1.2796707209589493,99.97646851044563,-0.003868984107378984,0.02199491894172474
3.8099,1.279686668930354,99.97683764632208,-0.0038691740237539853,0.02199516808188606
3.8102,1.2797026087577483,99.97720658338181,-0.0038693638425547927,0.02199541709398295
3.8104999999999998,1.2797185404448446,99.97757532172697,-0.003869553563826536,0.021995665978074723
3.8108,1.27973446399535,99.97794386145966,-0.003869743187614313,0.021995914734220617
3.8110999999999997,1.279750379412973,99.97831220268185,-0.0038699327139631997,0.02199616336247989
3.8114,1.279766286701416,99.9786803454955,-0.0038701221429182356,0.021996411862911687
3.8116999999999996,1.279782185864381,99.97904829000245,-0.003870311474524428,0.02199666023557517
3.812,1.2797980769055681,99.97941603630453,-0.0038705007088267705,0.02199690848052945
3.8123,1.2798139598286749,99.97978358450342,-0.0038706898458702186,0.021997156597833602
3.8125999999999998,1.2798298346373949,99.98015093470077,-0.003870878885699695,0.02199740458754664
3.8129,1.2798457013354212,99.98051808699817,-0.0038710678283601003,0.02199765244972757
3.8131999999999997,1.279861559926445,99.98088504149709,-0.003871256673896307,0.021997900184435367
3.8135,1.2798774104141526,99.98125179829898,-0.0038714454223531553,0.021998147791728918
3.8137999999999996,1.27989325280223,99.9816183575052,-0.003871634073775455,0.021998395271667116
3.8141,1.2799090870943612,99.98198471921701,-0.0038718226282079948,0.02199864262430882
3.8144,1.2799249132942263,99.98235088353562,-0.003872011085695526,0.02199888984971281
3.8146999999999998,1.2799407314055053,99.98271685056218,-0.003872199446282783,0.02199913694793789
3.815,1.2799565414318732,99.98308262039778,-0.0038723877100144636,0.02199938391904277
3.8152999999999997,1.2799723433770054,99.98344819314336,-0.003872575876935234,0.02199963076308615
3.8156,1.2799881372445732,99.98381356889989,-0.0038727639470897404,0.021999877480126696
3.8158999999999996,1.2800039230382452,99.9841787477682,-0.0038729519205225925,0.022000124070223007
3.8162,1.2800197007616902,99.98454372984908,-0.0038731397972783833,0.02200037053343369
3.8165,1.280035470418572,99.98490851524322,-0.0038733275774016627,0.022000616869817274
3.8167999999999997,1.2800512320125528,99.98527310405127,-0.003873515260936958,0.022000863079432262
3.8171,1.2800669855472948,99.9856374963738,-0.003873702847928782,0.022001109162337152
3.8173999999999997,1.2800827310264555,99.98600169231128,-0.0038738903384215955,0.02200135511859037
3.8177,1.2800984684536894,99.98636569196415,-0.003874077732459847,0.022001600948250287
3.8179999999999996,1.2801141978326513,99.98672949543274,-0.00387426503008795,0.022001846651375292
3.8183,1.280129919166992,99.98709310281737,-0.0038744522313502922,0.022002092228023688
3.8186,1.2801456324603606,99.98745651421821,-0.0038746393362912375,0.022002337678253773
3.8188999999999997,1.2801613377164038,99.98781972973542,-0.0038748263449551144,0.022002583002123797
3.8192,1.280177034938766,99.98818274946903,-0.0038750132573862257,0.022002828199691963
3.8194999999999997,1.280192724131089,99.98854557351908,-0.0038752000736288427,0.022003073271016443
3.8198,1.2802084052970137,99.98890820198547,-0.003875386793727223,0.022003318216155393
3.8200999999999996,1.2802240784401766,99.98927063496804,-0.0038755734177255753,0.02200356303516689
3.8204,1.280239743564214,99.9896328725666,-0.0038757599456680967,0.022003807728109025
3.8207,1.2802554006727584,99.98999491488084,-0.003875946377598947,0.022004052295039798
3.8209999999999997,1.2802710497694412,99.99035676201042,-0.0038761327135622635,0.022004296736017226
3.8213,1.2802866908578903,99.99071841405491,-0.003876318953602153,0.022004541051099242
3.8215999999999997,1.2803023239417322,99.99107987111378,-0.0038765050977626926,0.022004785240343765
3.8219,1.280317949024592,99.9914411332865,-0.0038766911460879384,0.02200502930380869
3.8221999999999996,1.2803335661100903,99.99180220067238,-0.0038768770986219053,0.02200527324155185
3.8225,1.2803491752018465,99.99216307337076,-0.0038770629554085957,0.02200551705363104
