xcc,ycc,angle_68_deg,angle_95_deg,angle_997_deg
-0.01007027438700517,0.006956468937549913,0.4302582435037297,0.6976582077563087,0.9715324745836451
-0.011038217586106984,0.007478796696950928,0.43039198641716636,0.6978750768150741,0.9718344922721285
-0.012037091745597375,0.00782615342736923,0.4310143947626191,0.6988843349468403,0.9732400124837673
-0.013115359991829235,0.008378050336966892,0.4312209941622559,0.6992193435374365,0.9737065545839623
-0.014070182524921065,0.009045876464370576,0.43137363375905413,0.6994668543155332,0.9740512448641668
-0.014833359668391775,0.009701946476144948,0.4312029865469062,0.699190143520541,0.9736658898427961
-0.015632962798789403,0.010321911039967054,0.4314677768755354,0.6996195108811759,0.974263838581897
-0.01637310438322076,0.010987442851271392,0.4312072619750429,0.699197076285997,0.9736755446013264
-0.017158804864071005,0.011728204193506104,0.43123373770584356,0.699240007666588,0.97373533201483
-0.017857923511713863,0.012575697683987967,0.43119850102180135,0.6991828700750574,0.9736557606439691
-0.018443118219632314,0.01350715478549692,0.4308109381942018,0.6985544225881246,0.9727805675656329
-0.018953577548740174,0.014318719821141607,0.430726867188092,0.6984180983431602,0.9725907187254981
-0.019498708743275497,0.015257238473914973,0.4309922078576539,0.6988483580582664,0.9731899100893748
-0.019880415963010784,0.016179431399448132,0.43105313471402934,0.6989471532140349,0.9733274949135687
-0.020306014993340064,0.01705292583289062,0.43100814221660394,0.6988741962117608,0.9732258930052622
-0.020517756987356698,0.017987705489758803,0.43101078944644955,0.6988784887930587,0.9732318709708424
-0.02085968602662627,0.018943506703262343,0.43125735361292195,0.6992783017370277,0.9737886613839578
-0.0209561545326999,0.019932532678678245,0.4315510675796651,0.6997545698590303,0.9744519254219289
-0.021009605425735683,0.020954908099848773,0.431833335517487,0.7002122778476272,0.97508934216912
-0.020769095910523366,0.022056828113896903,0.4319345094150435,0.7003763351026209,0.9753178128337142
-0.020573559164882564,0.02293648418751883,0.4318583923901108,0.7002529085024417,0.9751459255405407
-0.02034303482400654,0.023823424152061776,0.43207511739620325,0.7006043362034412,0.9756353334766225
-0.02017097426271041,0.024641530752242513,0.4324658998314026,0.7012380045752484,0.9765177976641469
-0.019841360358345026,0.02541618390908899,0.43213166693270416,0.7006960333940224,0.9757630335260279
-0.019427255959156127,0.026290029277826275,0.43170922306185355,0.7000110248685297,0.9748090717220449
-0.018919470568173915,0.026930185319095835,0.4315618738075044,0.6997720925599893,0.9744763280166688
-0.018476851817001032,0.02771137728806306,0.4318422252762239,0.7002266929234198,0.9751094170015149
-0.01779734904980845,0.028269858032759377,0.4316821996826362,0.6999672054512364,0.9747480475949538
-0.01716403366794519,0.02886411011001119,0.4315105127853219,0.6996888087497517,0.9743603446953196
-0.016649430503707575,0.02935994087567103,0.43145497193640475,0.6995987471958313,0.9742349225041582
-0.016048322378805047,0.029877606245773625,0.43203715087728745,0.7005427720722236,0.9755495975622777
-0.015390320263396928,0.030230697469465773,0.4321126092968437,0.700665130723856,0.9757199976106847
-0.014675020636255523,0.030529390707421736,0.4322097298251857,0.7008226152985872,0.9759393149989727
-0.01406521005072201,0.03076988519003524,0.43251096498309277,0.7013110794119353,0.9766195637200621
-0.013330937212578721,0.030965431402573424,0.4325915931722451,0.7014418210518314,0.976801638178405
-0.01265505997575231,0.031148164039953182,0.4327161662794225,0.7016438210328476,0.9770829490016925
-0.011996028187760093,0.031177442651947006,0.43260482348399076,0.7014632744999315,0.976831514849718
-0.01134726475771182,0.031293530597184566,0.4325731161208752,0.7014118598181975,0.9767599133274341
-0.010675753769005678,0.03133246618072854,0.4328003326119556,0.7017802999113169,0.9772730133114763
-0.009841775018204288,0.031550858192181876,0.433054407592191,0.7021922920769008,0.9778467651753512
-0.008949176530759391,0.03133014197660083,0.43362964589017955,0.703125062761459,0.9791457680105226
-0.008233892555437336,0.030992026593688125,0.43347534573926183,0.7028748592120458,0.9787973274476433
-0.007746148153231628,0.030562794076987518,0.43334826366747464,0.7026687908169321,0.9785103507662235
-0.007257647830311568,0.030239656410761224,0.4333219187089226,0.702626071469016,0.9784508585942971
-0.006793449462388268,0.029747616849691454,0.43313323946129756,0.7023201209312099,0.9780247832386081
-0.0065154413100740405,0.02925784703823658,0.4329083171117809,0.7019554008488157,0.97751686379034
-0.006103970118000297,0.02896813322141397,0.4326957533175861,0.7016107206467129,0.9770368524773975
-0.005543044665389049,0.028367465515977425,0.43298240026688567,0.7020755294801141,0.9776841582980359
